Order_ID,Customer_Name,Date,Product,Category,Price,Quantity,Total,Country,Price_New,Quantity_New,Customer_Name_New,Total_New,Date_New
3680,Hina Khan,24/01/2024,Headphones,Electronics,,-1,,Pakistan,507.98,1,Hina Khan,,24/01/2024
3681,,03/01/2024,Table,Furniture, ,2,,Pakistan,507.98,2,Unknown,,03/01/2024
3682,Sara Ahmed,18/01/2024,Phone,Electronics,792.51,1,792.51,Pakistan,792.51,1,Sara Ahmed,792.51,18/01/2024
3684,Hina Khan,12/01/2024,Chair,Furniture, ,4,,Pakistan,507.98,4,Hina Khan,,12/01/2024
3686,Usman Ali,26/01/2024,Monitor,Electronics, ,-1,,Pakistan,507.98,1,Usman Ali,,26/01/2024
3687,,28/01/2024,Mouse,Electronics,,-1,,Pakistan,507.98,1,Unknown,,28/01/2024
3688,Hina Khan,26/01/2024,Chair,Furniture,,1,,Pakistan,507.98,1,Hina Khan,,26/01/2024
3689,Ali Khan,24/01/2024,Headphones,Electronics, ,1,,Pakistan,507.98,1,Ali Khan,,24/01/2024
3690,Ahmed Raza,30/01/2024,Laptop,Electronics,679.07,4,2716.28,Pakistan,679.07,4,Ahmed Raza,2716.28,30/01/2024
3691,Ayesha Noor,12/01/2024,Mouse,Electronics,905.55,3,2716.65,Pakistan,905.55,3,Ayesha Noor,2716.65,12/01/2024
3693,Ali Khan,10/01/2024,Table,Furniture,,-1,,Pakistan,507.98,1,Ali Khan,,10/01/2024
3696,Ali Khan,27/01/2024,Table,Furniture,32.18,,,Pakistan,32.18,1,Ali Khan,,27/01/2024
3697,Ahmed Raza,16/01/2024,Keyboard,Electronics, ,-1,,Pakistan,507.98,1,Ahmed Raza,,16/01/2024
3698,Ahmed Raza,02/01/2024,Table,Furniture,,,,Pakistan,507.98,1,Ahmed Raza,,02/01/2024
3699,Ali Khan,20/01/2024,Headphones,Electronics,557.43,-1,,Pakistan,557.43,1,Ali Khan,,20/01/2024
3700,,06/01/2024,Phone,Electronics, ,1,,Pakistan,507.98,1,Unknown,,06/01/2024
3701,Ayesha Noor,27/01/2024,Table,Furniture,,4,,Pakistan,507.98,4,Ayesha Noor,,27/01/2024
3702,Hina Khan,20/01/2024,Monitor,Electronics,,-1,,Pakistan,507.98,1,Hina Khan,,20/01/2024
3703,Ahmed Raza,04/01/2024,Monitor,Electronics,657.79,1,657.79,Pakistan,657.79,1,Ahmed Raza,657.79,04/01/2024
3707,Bilal Ahmed,10/01/2024,Mouse,Electronics,510.23,-1,,Pakistan,510.23,1,Bilal Ahmed,,10/01/2024
3708,Ali Khan,18/01/2024,Monitor,Electronics, ,4,,Pakistan,507.98,4,Ali Khan,,18/01/2024
3709,Ayesha Noor,12/01/2024,Keyboard,Electronics,,3,,Pakistan,507.98,3,Ayesha Noor,,12/01/2024
3710,Usman Ali,12/01/2024,Mouse,Electronics,,-1,,Pakistan,507.98,1,Usman Ali,,12/01/2024
3711,,19/01/2024,Headphones,Electronics, ,1,,Pakistan,507.98,1,Unknown,,19/01/2024
3713,Bilal Ahmed,09/01/2024,Table,Furniture,,,,Pakistan,507.98,1,Bilal Ahmed,,09/01/2024
3715,Usman Ali,22/01/2024,Table,Furniture,,-1,,Pakistan,507.98,1,Usman Ali,,22/01/2024
3716,Ali Khan,26/01/2024,Phone,Electronics,,,,Pakistan,507.98,1,Ali Khan,,26/01/2024
3717,Ayesha Noor,07/01/2024,Keyboard,Electronics,,-1,,Pakistan,507.98,1,Ayesha Noor,,07/01/2024
3718,Hina Khan,01/01/2024,Headphones,Electronics,,-1,,Pakistan,507.98,1,Hina Khan,,01/01/2024
3719,Ali Khan,23/01/2024,Phone,Electronics,,-1,,Pakistan,507.98,1,Ali Khan,,23/01/2024
3722,,15/01/2024,Table,Furniture,,4,,Pakistan,507.98,4,Unknown,,15/01/2024
3726,Ali Khan,28/01/2024,Table,Furniture,,4,,Pakistan,507.98,4,Ali Khan,,28/01/2024
3727,Usman Ali,20/01/2024,Table,Furniture, ,3,,Pakistan,507.98,3,Usman Ali,,20/01/2024
3728,Ahmed Raza,09/01/2024,Monitor,Electronics, ,-1,,Pakistan,507.98,1,Ahmed Raza,,09/01/2024
3729,Hina Khan,12/01/2024,Keyboard,Electronics,276.10,-1,,Pakistan,276.10,1,Hina Khan,,12/01/2024
3730,Ayesha Noor,08/01/2024,Keyboard,Electronics,257.12,,,Pakistan,257.12,1,Ayesha Noor,,08/01/2024
3732,,09/01/2024,Monitor,Electronics,913.64,,,Pakistan,913.64,1,Unknown,,09/01/2024
3733,Sara Ahmed,26/01/2024,Headphones,Electronics, ,,,Pakistan,507.98,1,Sara Ahmed,,26/01/2024
3734,Ali Khan,08/01/2024,Chair,Furniture,691.89,4,2767.56,Pakistan,691.89,4,Ali Khan,2767.56,08/01/2024
3736,Ahmed Raza,07/01/2024,Keyboard,Electronics,322.67,-1,,Pakistan,322.67,1,Ahmed Raza,,07/01/2024
3737,Bilal Ahmed,19/01/2024,Monitor,Electronics,113.66,,,Pakistan,113.66,1,Bilal Ahmed,,19/01/2024
3739,Ayesha Noor,27/01/2024,Laptop,Electronics, ,-1,,Pakistan,507.98,1,Ayesha Noor,,27/01/2024
3740,Hina Khan,21/01/2024,Mouse,Electronics,172.54,,,Pakistan,172.54,1,Hina Khan,,21/01/2024
3741,Ali Khan,13/01/2024,Phone,Electronics,128.20,,,Pakistan,128.20,1,Ali Khan,,13/01/2024
3742,Sara Ahmed,15/01/2024,Mouse,Electronics,,-1,,Pakistan,507.98,1,Sara Ahmed,,15/01/2024
3745,Usman Ali,29/01/2024,Table,Furniture,870.13,1,870.13,Pakistan,870.13,1,Usman Ali,870.13,29/01/2024
3746,Usman Ali,02/01/2024,Chair,Furniture,,1,,Pakistan,507.98,1,Usman Ali,,02/01/2024
3747,Hina Khan,01/01/2024,Chair,Furniture,,3,,Pakistan,507.98,3,Hina Khan,,01/01/2024
3748,,16/01/2024,Laptop,Electronics,,1,,Pakistan,507.98,1,Unknown,,16/01/2024
3750,Sara Ahmed,28/01/2024,Mouse,Electronics,302.18,-1,,Pakistan,302.18,1,Sara Ahmed,,28/01/2024
3752,,12/01/2024,Mouse,Electronics,,1,,Pakistan,507.98,1,Unknown,,12/01/2024
3753,Ayesha Noor,03/01/2024,Laptop,Electronics,468.17,,,Pakistan,468.17,1,Ayesha Noor,,03/01/2024
3754,Sara Ahmed,13/01/2024,Table,Furniture,435.90,,,Pakistan,435.90,1,Sara Ahmed,,13/01/2024
3755,Sara Ahmed,07/01/2024,Monitor,Electronics,,4,,Pakistan,507.98,4,Sara Ahmed,,07/01/2024
3756,Hina Khan,08/01/2024,Monitor,Electronics, ,-1,,Pakistan,507.98,1,Hina Khan,,08/01/2024
3757,Hina Khan,21/01/2024,Chair,Furniture, ,1,,Pakistan,507.98,1,Hina Khan,,21/01/2024
3759,Ali Khan,28/01/2024,Laptop,Electronics, ,4,,Pakistan,507.98,4,Ali Khan,,28/01/2024
3760,Ali Khan,21/01/2024,Laptop,Electronics,,,,Pakistan,507.98,1,Ali Khan,,21/01/2024
3761,Ali Khan,06/01/2024,Table,Furniture,,-1,,Pakistan,507.98,1,Ali Khan,,06/01/2024
3762,Hina Khan,04/01/2024,Monitor,Electronics,523.36,-1,,Pakistan,523.36,1,Hina Khan,,04/01/2024
3763,,23/01/2024,Mouse,Electronics, ,-1,,Pakistan,507.98,1,Unknown,,23/01/2024
3764,Usman Ali,16/01/2024,Monitor,Electronics, ,-1,,Pakistan,507.98,1,Usman Ali,,16/01/2024
3765,Bilal Ahmed,21/01/2024,Mouse,Electronics,,,,Pakistan,507.98,1,Bilal Ahmed,,21/01/2024
3770,Ali Khan,05/01/2024,Chair,Furniture, ,,,Pakistan,507.98,1,Ali Khan,,05/01/2024
3774,Ayesha Noor,18/01/2024,Chair,Furniture, ,,,Pakistan,507.98,1,Ayesha Noor,,18/01/2024
3775,Sara Ahmed,17/01/2024,Mouse,Electronics, ,-1,,Pakistan,507.98,1,Sara Ahmed,,17/01/2024
3776,,15/01/2024,Mouse,Electronics,677.33,,,Pakistan,677.33,1,Unknown,,15/01/2024
3777,Ahmed Raza,28/01/2024,Keyboard,Electronics, ,-1,,Pakistan,507.98,1,Ahmed Raza,,28/01/2024
3778,Sara Ahmed,13/01/2024,Monitor,Electronics, ,1,,Pakistan,507.98,1,Sara Ahmed,,13/01/2024
3779,,09/01/2024,Chair,Furniture, ,-1,,Pakistan,507.98,1,Unknown,,09/01/2024
3780,,26/01/2024,Table,Furniture, ,,,Pakistan,507.98,1,Unknown,,26/01/2024
3781,Bilal Ahmed,30/01/2024,Table,Furniture,,-1,,Pakistan,507.98,1,Bilal Ahmed,,30/01/2024
3782,Ahmed Raza,27/01/2024,Mouse,Electronics,,1,,Pakistan,507.98,1,Ahmed Raza,,27/01/2024
3783,Bilal Ahmed,09/01/2024,Headphones,Electronics,429.77,-1,,Pakistan,429.77,1,Bilal Ahmed,,09/01/2024
3784,Ayesha Noor,21/01/2024,Keyboard,Electronics, ,-1,,Pakistan,507.98,1,Ayesha Noor,,21/01/2024
3785,Hina Khan,14/01/2024,Mouse,Electronics,959.16,-1,,Pakistan,959.16,1,Hina Khan,,14/01/2024
3786,Ahmed Raza,15/01/2024,Headphones,Electronics,177.88,1,177.88,Pakistan,177.88,1,Ahmed Raza,177.88,15/01/2024
3787,Ayesha Noor,28/01/2024,Table,Furniture, ,-1,,Pakistan,507.98,1,Ayesha Noor,,28/01/2024
3788,Ayesha Noor,28/01/2024,Chair,Furniture,612.40,-1,,Pakistan,612.40,1,Ayesha Noor,,28/01/2024
3789,Ali Khan,25/01/2024,Phone,Electronics,,-1,,Pakistan,507.98,1,Ali Khan,,25/01/2024
3791,Hina Khan,13/01/2024,Phone,Electronics,813.82,4,3255.28,Pakistan,813.82,4,Hina Khan,3255.28,13/01/2024
3792,Sara Ahmed,19/01/2024,Headphones,Electronics,,3,,Pakistan,507.98,3,Sara Ahmed,,19/01/2024
3793,,27/01/2024,Chair,Furniture,391.07,-1,,Pakistan,391.07,1,Unknown,,27/01/2024
3794,Hina Khan,13/01/2024,Monitor,Electronics, ,-1,,Pakistan,507.98,1,Hina Khan,,13/01/2024
3795,Usman Ali,02/01/2024,Phone,Electronics,,1,,Pakistan,507.98,1,Usman Ali,,02/01/2024
3796,,28/01/2024,Laptop,Electronics,658.15,,,Pakistan,658.15,1,Unknown,,28/01/2024
3800,Sara Ahmed,03/01/2024,Laptop,Electronics, ,1,,Pakistan,507.98,1,Sara Ahmed,,03/01/2024
3801,Bilal Ahmed,08/01/2024,Headphones,Electronics,,3,,Pakistan,507.98,3,Bilal Ahmed,,08/01/2024
3802,Hina Khan,29/01/2024,Mouse,Electronics,,2,,Pakistan,507.98,2,Hina Khan,,29/01/2024
3803,,19/01/2024,Phone,Electronics,,-1,,Pakistan,507.98,1,Unknown,,19/01/2024
3805,Ahmed Raza,19/01/2024,Monitor,Electronics,715.73,4,2862.92,Pakistan,715.73,4,Ahmed Raza,2862.92,19/01/2024
3807,Hina Khan,11/01/2024,Table,Furniture,,,,Pakistan,507.98,1,Hina Khan,,11/01/2024
3809,Ayesha Noor,07/01/2024,Monitor,Electronics,204.30,-1,,Pakistan,204.30,1,Ayesha Noor,,07/01/2024
3810,,08/01/2024,Keyboard,Electronics,278.53,-1,,Pakistan,278.53,1,Unknown,,08/01/2024
3813,,28/01/2024,Laptop,Electronics, ,4,,Pakistan,507.98,4,Unknown,,28/01/2024
3814,Ali Khan,06/01/2024,Phone,Electronics,,-1,,Pakistan,507.98,1,Ali Khan,,06/01/2024
3815,Ahmed Raza,27/01/2024,Laptop,Electronics,,-1,,Pakistan,507.98,1,Ahmed Raza,,27/01/2024
3816,Hina Khan,02/01/2024,Monitor,Electronics, ,,,Pakistan,507.98,1,Hina Khan,,02/01/2024
3818,Sara Ahmed,01/01/2024,Laptop,Electronics,50.99,,,Pakistan,50.99,1,Sara Ahmed,,01/01/2024
3819,Bilal Ahmed,16/01/2024,Table,Furniture,,4,,Pakistan,507.98,4,Bilal Ahmed,,16/01/2024
3821,,12/01/2024,Headphones,Electronics, ,,,Pakistan,507.98,1,Unknown,,12/01/2024
3822,Sara Ahmed,24/01/2024,Table,Furniture,,1,,Pakistan,507.98,1,Sara Ahmed,,24/01/2024
3823,Bilal Ahmed,08/01/2024,Monitor,Electronics,,-1,,Pakistan,507.98,1,Bilal Ahmed,,08/01/2024
3824,,08/01/2024,Mouse,Electronics,982.44,4,3929.76,Pakistan,982.44,4,Unknown,3929.76,08/01/2024
3826,,15/01/2024,Phone,Electronics,,2,,Pakistan,507.98,2,Unknown,,15/01/2024
3828,Usman Ali,04/01/2024,Chair,Furniture,,,,Pakistan,507.98,1,Usman Ali,,04/01/2024
3829,Ahmed Raza,25/01/2024,Laptop,Electronics,617.51,,,Pakistan,617.51,1,Ahmed Raza,,25/01/2024
3833,,30/01/2024,Table,Furniture,,-1,,Pakistan,507.98,1,Unknown,,30/01/2024
3834,Sara Ahmed,11/01/2024,Laptop,Electronics,88.72,1,88.72,Pakistan,88.72,1,Sara Ahmed,88.72,11/01/2024
3835,Ahmed Raza,21/01/2024,Phone,Electronics,547.31,3,1641.93,Pakistan,547.31,3,Ahmed Raza,1641.93,21/01/2024
3836,Ali Khan,27/01/2024,Phone,Electronics,565.11,4,2260.44,Pakistan,565.11,4,Ali Khan,2260.44,27/01/2024
3837,Sara Ahmed,21/01/2024,Laptop,Electronics, ,1,,Pakistan,507.98,1,Sara Ahmed,,21/01/2024
3839,Ayesha Noor,30/01/2024,Mouse,Electronics, ,,,Pakistan,507.98,1,Ayesha Noor,,30/01/2024
3840,Ayesha Noor,13/01/2024,Monitor,Electronics,463.23,3,1389.69,Pakistan,463.23,3,Ayesha Noor,1389.69,13/01/2024
3842,Sara Ahmed,05/01/2024,Phone,Electronics, ,2,,Pakistan,507.98,2,Sara Ahmed,,05/01/2024
3843,Ahmed Raza,20/01/2024,Chair,Furniture,,-1,,Pakistan,507.98,1,Ahmed Raza,,20/01/2024
3844,Usman Ali,15/01/2024,Phone,Electronics,,-1,,Pakistan,507.98,1,Usman Ali,,15/01/2024
3845,Usman Ali,29/01/2024,Mouse,Electronics, ,4,,Pakistan,507.98,4,Usman Ali,,29/01/2024
3846,Usman Ali,07/01/2024,Phone,Electronics,692.92,4,2771.68,Pakistan,692.92,4,Usman Ali,2771.68,07/01/2024
3848,Ali Khan,16/01/2024,Headphones,Electronics, ,,,Pakistan,507.98,1,Ali Khan,,16/01/2024
3849,Hina Khan,07/01/2024,Headphones,Electronics, ,,,Pakistan,507.98,1,Hina Khan,,07/01/2024
3850,Usman Ali,12/01/2024,Monitor,Electronics,594.46,-1,,Pakistan,594.46,1,Usman Ali,,12/01/2024
3851,Sara Ahmed,16/01/2024,Keyboard,Electronics,,,,Pakistan,507.98,1,Sara Ahmed,,16/01/2024
3852,Ayesha Noor,22/01/2024,Mouse,Electronics, ,-1,,Pakistan,507.98,1,Ayesha Noor,,22/01/2024
3853,Usman Ali,06/01/2024,Phone,Electronics,,4,,Pakistan,507.98,4,Usman Ali,,06/01/2024
3854,Bilal Ahmed,13/01/2024,Mouse,Electronics,,,,Pakistan,507.98,1,Bilal Ahmed,,13/01/2024
3855,Ahmed Raza,19/01/2024,Headphones,Electronics,,-1,,Pakistan,507.98,1,Ahmed Raza,,19/01/2024
3856,Sara Ahmed,13/01/2024,Phone,Electronics,322.61,,,Pakistan,322.61,1,Sara Ahmed,,13/01/2024
3858,Sara Ahmed,20/01/2024,Mouse,Electronics, ,,,Pakistan,507.98,1,Sara Ahmed,,20/01/2024
3860,Usman Ali,30/01/2024,Keyboard,Electronics,450.25,-1,,Pakistan,450.25,1,Usman Ali,,30/01/2024
3861,Ahmed Raza,10/01/2024,Laptop,Electronics,480.89,-1,,Pakistan,480.89,1,Ahmed Raza,,10/01/2024
3862,Ahmed Raza,17/01/2024,Monitor,Electronics, ,2,,Pakistan,507.98,2,Ahmed Raza,,17/01/2024
3863,,05/01/2024,Keyboard,Electronics, ,-1,,Pakistan,507.98,1,Unknown,,05/01/2024
3865,Sara Ahmed,14/01/2024,Table,Furniture,623.31,2,1246.62,Pakistan,623.31,2,Sara Ahmed,1246.62,14/01/2024
3866,Usman Ali,14/01/2024,Mouse,Electronics,,,,Pakistan,507.98,1,Usman Ali,,14/01/2024
3867,,29/01/2024,Table,Furniture, ,-1,,Pakistan,507.98,1,Unknown,,29/01/2024
3868,Ali Khan,15/01/2024,Table,Furniture,,3,,Pakistan,507.98,3,Ali Khan,,15/01/2024
3870,Hina Khan,10/01/2024,Mouse,Electronics,821.06,-1,,Pakistan,821.06,1,Hina Khan,,10/01/2024
3872,Ayesha Noor,26/01/2024,Laptop,Electronics, ,-1,,Pakistan,507.98,1,Ayesha Noor,,26/01/2024
3875,Usman Ali,20/01/2024,Mouse,Electronics, ,1,,Pakistan,507.98,1,Usman Ali,,20/01/2024
3876,Ali Khan,08/01/2024,Table,Furniture,,-1,,Pakistan,507.98,1,Ali Khan,,08/01/2024
3879,Ayesha Noor,29/01/2024,Headphones,Electronics,,1,,Pakistan,507.98,1,Ayesha Noor,,29/01/2024
3880,Usman Ali,26/01/2024,Monitor,Electronics, ,,,Pakistan,507.98,1,Usman Ali,,26/01/2024
3882,Ahmed Raza,25/01/2024,Keyboard,Electronics, ,,,Pakistan,507.98,1,Ahmed Raza,,25/01/2024
3883,Sara Ahmed,17/01/2024,Headphones,Electronics, ,,,Pakistan,507.98,1,Sara Ahmed,,17/01/2024
3884,Bilal Ahmed,05/01/2024,Table,Furniture,,-1,,Pakistan,507.98,1,Bilal Ahmed,,05/01/2024
3885,Usman Ali,17/01/2024,Headphones,Electronics,,,,Pakistan,507.98,1,Usman Ali,,17/01/2024
3886,Ahmed Raza,23/01/2024,Chair,Furniture, ,4,,Pakistan,507.98,4,Ahmed Raza,,23/01/2024
3888,Ayesha Noor,18/01/2024,Monitor,Electronics,801.01,,,Pakistan,801.01,1,Ayesha Noor,,18/01/2024
3889,Ahmed Raza,29/01/2024,Chair,Furniture,379.13,4,1516.52,Pakistan,379.13,4,Ahmed Raza,1516.52,29/01/2024
3890,Sara Ahmed,28/01/2024,Mouse,Electronics, ,,,Pakistan,507.98,1,Sara Ahmed,,28/01/2024
3891,Ali Khan,23/01/2024,Phone,Electronics,280.84,3,842.52,Pakistan,280.84,3,Ali Khan,842.52,23/01/2024
3892,Bilal Ahmed,22/01/2024,Phone,Electronics,260.84,-1,,Pakistan,260.84,1,Bilal Ahmed,,22/01/2024
3893,Ahmed Raza,30/01/2024,Headphones,Electronics, ,-1,,Pakistan,507.98,1,Ahmed Raza,,30/01/2024
3894,Bilal Ahmed,07/01/2024,Laptop,Electronics,,-1,,Pakistan,507.98,1,Bilal Ahmed,,07/01/2024
3895,Ali Khan,02/01/2024,Chair,Furniture,854.45,,,Pakistan,854.45,1,Ali Khan,,02/01/2024
3896,Usman Ali,22/01/2024,Laptop,Electronics,,3,,Pakistan,507.98,3,Usman Ali,,22/01/2024
3897,Ayesha Noor,11/01/2024,Headphones,Electronics, ,1,,Pakistan,507.98,1,Ayesha Noor,,11/01/2024
3899,Ayesha Noor,16/01/2024,Mouse,Electronics,,,,Pakistan,507.98,1,Ayesha Noor,,16/01/2024
3900,Sara Ahmed,29/01/2024,Phone,Electronics, ,,,Pakistan,507.98,1,Sara Ahmed,,29/01/2024
3901,Ahmed Raza,01/01/2024,Headphones,Electronics, ,4,,Pakistan,507.98,4,Ahmed Raza,,01/01/2024
3902,Bilal Ahmed,13/01/2024,Keyboard,Electronics,650.90,4,2603.6,Pakistan,650.90,4,Bilal Ahmed,2603.6,13/01/2024
3903,Hina Khan,09/01/2024,Monitor,Electronics,655.72,-1,,Pakistan,655.72,1,Hina Khan,,09/01/2024
3904,Usman Ali,11/01/2024,Laptop,Electronics,,,,Pakistan,507.98,1,Usman Ali,,11/01/2024
3906,Ali Khan,29/01/2024,Laptop,Electronics,686.21,4,2744.84,Pakistan,686.21,4,Ali Khan,2744.84,29/01/2024
3907,Sara Ahmed,16/01/2024,Chair,Furniture,114.66,,,Pakistan,114.66,1,Sara Ahmed,,16/01/2024
3908,Ali Khan,17/01/2024,Table,Furniture,386.45,,,Pakistan,386.45,1,Ali Khan,,17/01/2024
3909,Usman Ali,18/01/2024,Laptop,Electronics,534.85,-1,,Pakistan,534.85,1,Usman Ali,,18/01/2024
3910,Bilal Ahmed,17/01/2024,Laptop,Electronics,,1,,Pakistan,507.98,1,Bilal Ahmed,,17/01/2024
3912,Hina Khan,23/01/2024,Table,Furniture,,,,Pakistan,507.98,1,Hina Khan,,23/01/2024
3913,Ahmed Raza,25/01/2024,Monitor,Electronics,,,,Pakistan,507.98,1,Ahmed Raza,,25/01/2024
3915,Usman Ali,30/01/2024,Monitor,Electronics, ,-1,,Pakistan,507.98,1,Usman Ali,,30/01/2024
3916,Bilal Ahmed,19/01/2024,Keyboard,Electronics, ,4,,Pakistan,507.98,4,Bilal Ahmed,,19/01/2024
3917,Ayesha Noor,27/01/2024,Table,Furniture, ,4,,Pakistan,507.98,4,Ayesha Noor,,27/01/2024
3919,Hina Khan,20/01/2024,Monitor,Electronics, ,,,Pakistan,507.98,1,Hina Khan,,20/01/2024
3920,Sara Ahmed,09/01/2024,Phone,Electronics,465.19,,,Pakistan,465.19,1,Sara Ahmed,,09/01/2024
3922,Ayesha Noor,01/01/2024,Table,Furniture,,,,Pakistan,507.98,1,Ayesha Noor,,01/01/2024
3924,Hina Khan,03/01/2024,Mouse,Electronics, ,-1,,Pakistan,507.98,1,Hina Khan,,03/01/2024
3925,Ali Khan,28/01/2024,Keyboard,Electronics,,,,Pakistan,507.98,1,Ali Khan,,28/01/2024
3926,Sara Ahmed,16/01/2024,Chair,Furniture,,2,,Pakistan,507.98,2,Sara Ahmed,,16/01/2024
3928,Ayesha Noor,06/01/2024,Mouse,Electronics,,,,Pakistan,507.98,1,Ayesha Noor,,06/01/2024
3929,Ayesha Noor,21/01/2024,Monitor,Electronics,,3,,Pakistan,507.98,3,Ayesha Noor,,21/01/2024
3930,Ayesha Noor,16/01/2024,Keyboard,Electronics,,2,,Pakistan,507.98,2,Ayesha Noor,,16/01/2024
3932,Ahmed Raza,02/01/2024,Keyboard,Electronics, ,,,Pakistan,507.98,1,Ahmed Raza,,02/01/2024
3933,Usman Ali,11/01/2024,Monitor,Electronics,382.60,3,1147.8,Pakistan,382.60,3,Usman Ali,1147.8,11/01/2024
3934,Ahmed Raza,12/01/2024,Phone,Electronics,,-1,,Pakistan,507.98,1,Ahmed Raza,,12/01/2024
3935,Ali Khan,13/01/2024,Keyboard,Electronics,,4,,Pakistan,507.98,4,Ali Khan,,13/01/2024
3936,Usman Ali,13/01/2024,Chair,Furniture, ,2,,Pakistan,507.98,2,Usman Ali,,13/01/2024
3938,Usman Ali,21/01/2024,Chair,Furniture, ,,,Pakistan,507.98,1,Usman Ali,,21/01/2024
3942,,03/01/2024,Keyboard,Electronics, ,-1,,Pakistan,507.98,1,Unknown,,03/01/2024
3943,,16/01/2024,Laptop,Electronics,931.92,1,931.92,Pakistan,931.92,1,Unknown,931.92,16/01/2024
3944,Ali Khan,06/01/2024,Chair,Furniture, ,4,,Pakistan,507.98,4,Ali Khan,,06/01/2024
3945,,29/01/2024,Table,Furniture,806.71,,,Pakistan,806.71,1,Unknown,,29/01/2024
3946,Bilal Ahmed,01/01/2024,Monitor,Electronics,,,,Pakistan,507.98,1,Bilal Ahmed,,01/01/2024
3947,Sara Ahmed,12/01/2024,Phone,Electronics, ,,,Pakistan,507.98,1,Sara Ahmed,,12/01/2024
3949,Ayesha Noor,17/01/2024,Mouse,Electronics,961.69,-1,,Pakistan,961.69,1,Ayesha Noor,,17/01/2024
3950,Usman Ali,13/01/2024,Headphones,Electronics,,,,Pakistan,507.98,1,Usman Ali,,13/01/2024
3951,Hina Khan,24/01/2024,Table,Furniture, ,4,,Pakistan,507.98,4,Hina Khan,,24/01/2024
3952,Usman Ali,28/01/2024,Phone,Electronics,685.66,,,Pakistan,685.66,1,Usman Ali,,28/01/2024
3953,Sara Ahmed,28/01/2024,Chair,Furniture, ,,,Pakistan,507.98,1,Sara Ahmed,,28/01/2024
3954,Usman Ali,18/01/2024,Headphones,Electronics,372.68,4,1490.72,Pakistan,372.68,4,Usman Ali,1490.72,18/01/2024
3955,Hina Khan,10/01/2024,Table,Furniture, ,2,,Pakistan,507.98,2,Hina Khan,,10/01/2024
3956,Usman Ali,18/01/2024,Phone,Electronics,640.28,-1,,Pakistan,640.28,1,Usman Ali,,18/01/2024
3958,Ayesha Noor,07/01/2024,Mouse,Electronics,,2,,Pakistan,507.98,2,Ayesha Noor,,07/01/2024
3959,Ayesha Noor,04/01/2024,Chair,Furniture,,3,,Pakistan,507.98,3,Ayesha Noor,,04/01/2024
3960,Bilal Ahmed,29/01/2024,Laptop,Electronics, ,1,,Pakistan,507.98,1,Bilal Ahmed,,29/01/2024
3961,Ahmed Raza,28/01/2024,Monitor,Electronics,,2,,Pakistan,507.98,2,Ahmed Raza,,28/01/2024
3963,Hina Khan,29/01/2024,Headphones,Electronics,856.87,,,Pakistan,856.87,1,Hina Khan,,29/01/2024
3964,Usman Ali,08/01/2024,Chair,Furniture,,3,,Pakistan,507.98,3,Usman Ali,,08/01/2024
3966,Ahmed Raza,20/01/2024,Table,Furniture, ,,,Pakistan,507.98,1,Ahmed Raza,,20/01/2024
3967,Ahmed Raza,15/01/2024,Keyboard,Electronics,,,,Pakistan,507.98,1,Ahmed Raza,,15/01/2024
3968,Ali Khan,09/01/2024,Monitor,Electronics,,2,,Pakistan,507.98,2,Ali Khan,,09/01/2024
3969,Ali Khan,24/01/2024,Laptop,Electronics, ,,,Pakistan,507.98,1,Ali Khan,,24/01/2024
3970,Ayesha Noor,24/01/2024,Phone,Electronics,20.05,,,Pakistan,20.05,1,Ayesha Noor,,24/01/2024
3971,,25/01/2024,Mouse,Electronics,,-1,,Pakistan,507.98,1,Unknown,,25/01/2024
3972,Ayesha Noor,10/01/2024,Table,Furniture,491.36,-1,,Pakistan,491.36,1,Ayesha Noor,,10/01/2024
3973,Ahmed Raza,12/01/2024,Table,Furniture,547.02,4,2188.08,Pakistan,547.02,4,Ahmed Raza,2188.08,12/01/2024
3977,Ahmed Raza,30/01/2024,Keyboard,Electronics,,-1,,Pakistan,507.98,1,Ahmed Raza,,30/01/2024
3978,Ali Khan,05/01/2024,Keyboard,Electronics,800.26,4,3201.04,Pakistan,800.26,4,Ali Khan,3201.04,05/01/2024
3979,Ali Khan,03/01/2024,Mouse,Electronics,342.83,4,1371.32,Pakistan,342.83,4,Ali Khan,1371.32,03/01/2024
3980,Ahmed Raza,06/01/2024,Keyboard,Electronics,,,,Pakistan,507.98,1,Ahmed Raza,,06/01/2024
3982,Ahmed Raza,04/01/2024,Headphones,Electronics,,,,Pakistan,507.98,1,Ahmed Raza,,04/01/2024
3984,Ahmed Raza,25/01/2024,Headphones,Electronics,,-1,,Pakistan,507.98,1,Ahmed Raza,,25/01/2024
3985,Hina Khan,28/01/2024,Laptop,Electronics, ,,,Pakistan,507.98,1,Hina Khan,,28/01/2024
3988,Bilal Ahmed,13/01/2024,Laptop,Electronics,,-1,,Pakistan,507.98,1,Bilal Ahmed,,13/01/2024
3989,Ahmed Raza,14/01/2024,Laptop,Electronics,,,,Pakistan,507.98,1,Ahmed Raza,,14/01/2024
3990,,14/01/2024,Table,Furniture, ,-1,,Pakistan,507.98,1,Unknown,,14/01/2024
3991,Bilal Ahmed,28/01/2024,Monitor,Electronics, ,-1,,Pakistan,507.98,1,Bilal Ahmed,,28/01/2024
3993,Ahmed Raza,06/01/2024,Mouse,Electronics,,-1,,Pakistan,507.98,1,Ahmed Raza,,06/01/2024
